DataID,Publication date,Titile,Author#1,Author#2,Author#3,Author#4,Author#5,Author#6,Author#7,Author#8,Author#9,Author#10,Author#11
Digital Data 2008-0531,October 27  2008,Willow Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0530,October 27  2008,Wildhorse Lakes  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0529,October 27  2008,Whitney Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0528,October 27  2008,Whitefish Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0527,October 27  2008,Watt Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0526,October 27  2008,Wakomao Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0525,October 27  2008,Wabamun Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0524,October 27  2008,Vincent Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0523,October 27  2008,Victor Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0522,October 27  2008,Utikuma Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0521,October 27  2008,Upper Mann Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0520,October 27  2008,Upper Kananaskis Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0519,October 27  2008,Twin Lakes  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0518,October 27  2008,Tucker Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0517,October 27  2008,Touchwood Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0516,October 27  2008,Telford Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0515,October 27  2008,Sylvan Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0514,October 27  2008,Swan Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0513,October 27  2008,Sturgeon Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0512,October 27  2008,Strubel Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0511,October 27  2008,Steele Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0510,October 27  2008,Star Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0509,October 27  2008,Square Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0508,October 27  2008,Spring Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0507,October 27  2008,South Heart Reservoir  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0506,October 27  2008,Socomy Mobil Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0505,October 27  2008,Snipe Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0504,October 27  2008,Smoky Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0503,October 27  2008,Smoke Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0502,October 27  2008,Skeleton Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0501,October 27  2008,Shiningbank Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0500,October 27  2008,Seibert Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0499,October 27  2008,Lac Sante  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0498,October 27  2008,Sang Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0497,October 27  2008,Sandy Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0496,October 27  2008,Samson Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0495,October 27  2008,Rock Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0494,October 27  2008,Reita Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0493,October 27  2008,Red Deer Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0492,October 27  2008,Pinehurst Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0491,October 27  2008,Pine Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0490,October 27  2008,Pigeon Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0489,October 27  2008,Pierre Greys Lakes  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0488,October 27  2008,Peanut Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0487,October 27  2008,Payne Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0486,October 27  2008,Outpost Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0485,October 27  2008,Oliver Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0484,October 27  2008,Obed Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0483,October 27  2008,North Buck Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0482,October 27  2008,Lac la Nonne  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0481,October 27  2008,Nipisi Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0480,October 27  2008,Nakamun Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0479,October 27  2008,Muriel Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0478,October 27  2008,Muir Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0477,October 27  2008,Mud Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0476,October 27  2008,Moose Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0475,October 27  2008,Mitsue Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0474,October 27  2008,Mitchell Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0473,October 27  2008,Miquelon Lakes  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0472,October 27  2008,Minnie Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0471,October 27  2008,Mink Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0470,October 27  2008,Lake Minnewanka  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0469,October 27  2008,Millers Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0468,October 27  2008,Mere Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0467,October 27  2008,Medicine Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0466,February 03  2009,McLeod Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0465,October 27  2008,May Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0464,October 27  2008,Mary Gregg Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0463,October 27  2008,Marie Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0462,October 27  2008,Manatokan Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0461,October 27  2008,Magee Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0460,October 27  2008,Lac Saint Cyr  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0459,October 27  2008,Lower Mann Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0458,October 27  2008,Lower Kananaskis Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0457,October 27  2008,Long Island Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0456,October 27  2008,Little Beaver Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0455,October 27  2008,Lesser Slave Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0454,October 27  2008,Lee Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0453,October 27  2008,Lawrence Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0452,October 27  2008,Laurier Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0451,October 27  2008,Kinky Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0450,October 27  2008,Keho Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0449,October 27  2008,Kehiwin Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0448,October 27  2008,Joseph Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0447,October 27  2008,Johnnys Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0446,October 27  2008,Jessie Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0445,October 27  2008,Jarvis Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0444,October 27  2008,Jack Fish Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0443,October 27  2008,Isle Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0442,October 27  2008,Island Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0441,October 27  2008,Ironwood Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0440,October 27  2008,Iosegun Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0439,October 27  2008,Hubbles Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0438,October 27  2008,Hilda Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0437,October 27  2008,Hastings Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0436,October 27  2008,Hasse Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0435,October 27  2008,Hanmore Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0434,October 27  2008,Gull Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0433,October 27  2008,Gregg Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0432,October 27  2008,Graveyard/Cache Lakes  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0431,October 27  2008,Grassy Island Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0430,October 27  2008,Grande Cache Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0429,October 27  2008,Gosling Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0428,October 27  2008,Goose Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0427,October 27  2008,Goodfish Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0426,October 27  2008,Gooseberry Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0425,October 27  2008,Goldeye Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0424,October 27  2008,Glenmore Reservoir  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0423,October 27  2008,Ghost Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0422,October 27  2008,Garner Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0421,October 27  2008,Gap Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0420,October 27  2008,Frog Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0419,October 27  2008,Freeman Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0418,October 27  2008,Fork Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0417,October 27  2008,Floatingstone Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0416,October 27  2008,Fickle Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0415,October 27  2008,Fawcett Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0414,October 27  2008,Ethel Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0413,October 27  2008,Elkwater Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0412,October 27  2008,Eden Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0411,October 27  2008,Dillberry Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0410,October 27  2008,Dakin Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0409,October 27  2008,Lac Cyr  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0408,October 27  2008,Crowsnest Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0407,October 27  2008,Crimson Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0406,October 27  2008,Crane Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0405,October 27  2008,Cow Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0404,October 27  2008,Cooking Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0403,October 27  2008,Cold Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0402,October 27  2008,Coal Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0401,October 27  2008,Claude Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0400,October 27  2008,Clairmont Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0399,October 27  2008,Chin Lakes  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0398,October 27  2008,Chickenhill Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0397,October 27  2008,Chickakoo Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0396,October 27  2008,Chestermere Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0395,October 27  2008,Charron Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0394,October 27  2008,Charlotte Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0393,October 27  2008,Chain Lakes  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0392,October 27  2008,Caribou Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0391,October 27  2008,Cardinal Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0390,October 27  2008,Cache Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0389,October 27  2008,Burnstick Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0388,October 27  2008,Burnt Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0387,October 27  2008,Buffalo Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0386,October 27  2008,Buck Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0385,October 27  2008,Bridge Lakes  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0384,October 27  2008,Bonnie Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0383,October 27  2008,Black Mud Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0382,April 03  2009,Blood Indian Creek Reservoir  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0381,October 27  2008,Birch Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0380,October 27  2008,Birch Lake North Bay  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0379,October 27  2008,Lac La Biche  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0378,October 27  2008,Beaver Mines Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0377,October 27  2008,Beaver Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0376,October 27  2008,Beauvallon Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0375,October 27  2008,Bear Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0374,October 27  2008,Battle Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0373,October 27  2008,Bassano Reservoir  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0372,October 27  2008,Baptiste Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0371,October 27  2008,Astotin Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0370,October 27  2008,Arm Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0369,October 27  2008,Antler Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0368,October 27  2008,Lac Ste. Anne  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0367,October 27  2008,Angling Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0366,October 27  2008,Amisk Lake  Alberta - Bathymetry  Digital Elevation Model (Arc ascii grid format),Alberta Environment,,,,,,,,,,
Digital Data 2008-0365,September 24  2008,Surficial Geology of the Sand River Area  North Half  NTS 73L (GIS data  line features),Fenton  M.M.,Andriashek  L.D.,,,,,,,,,
Digital Data 2008-0364,September 24  2008,Surficial Geology of the Sand River Area  North Half  NTS 73L (GIS data  polygon features),Fenton  M.M.,Andriashek  L.D.,,,,,,,,,
Digital Data 2008-0363,August 25  2008,Surficial Geology  Edson  NTS 83F (GIS data  polygon features),Roed  M.A.,,,,,,,,,,
Digital Data 2008-0362,August 25  2008,Surficial Geology  Edson  NTS 83F (GIS data  line features),Roed  M.A.,,,,,,,,,,
Digital Data 2008-0361,August 25  2008,Surficial Geology  Edson  NTS 83F (GIS data  point features),Roed  M.A.,,,,,,,,,,
Digital Data 2008-0360,March 31  2008,Surficial Geology of the Slavey Creek Area (NTS 84N/SW)(GIS data  line features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,,,,,,,,,
Digital Data 2008-0359,March 31  2008,Surficial Geology of the Slavey Creek Area (NTS 84N/SW)(GIS data  point features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,,,,,,,,,
Digital Data 2008-0358,March 31  2008,Surficial Geology of the Slavey Creek Area (NTS 84N/SW)(GIS data  polygon features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,,,,,,,,,
Digital Data 2008-0357,October 18  2010,Surficial Geology of the Slavey Creek Area (NTS 84N/SW)(GIS data  permafrost  polygon features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,,,,,,,,,
Digital Data 2008-0356,March 31  2008,Surficial Geology of the High Prairie Area (NTS 83N/SE)(GIS data  line features),Atkinson  N.,,,,,,,,,,
Digital Data 2008-0355,March 31  2008,Surficial Geology of the High Prairie Area (NTS 83N/SE (GIS data  point features),Atkinson  N.,,,,,,,,,,
Digital Data 2008-0354,March 31  2008,Surficial Geology of the High Prairie Area (NTS 83N/SE) (GIS data  polygon features),Atkinson  N.,,,,,,,,,,
Digital Data 2008-0353,March 14  2008,Surficial Geology of the McLennan Area (NTS 83N/NE) (GIS data  polygon features),Fenton  M.M.,,,,,,,,,,
